Rk,Player,From,To,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV,Pfr_ID
4955,Darian Barnes,2002,2005,,TOT,NFL,45,16,4,0,0,1,BarnDa00
4956,Lionel Barnes,2000,2003,6-176,TOT,NFL,21,0,3,0,0,1,BarnLi20
4957,Rashidi Barnes,2000,2000,7-225,CLE,NFL,14,0,1,0,0,1,BarnRa20
4958,Tavaris Barnes,2015,2015,,NOR,NFL,13,0,1,0,0,1,BarnTa00
4959,Mike Barr,2007,2007,,CRD,NFL,11,0,1,0,0,1,BarrMi21
4960,Tarell Basham,2017,2017,3-80,CLT,NFL,15,0,1,0,0,1,BashTa00
4961,Baron Batch,2012,2012,7-232,PIT,NFL,12,0,1,0,0,1,BatcBa00
4962,Frank Beede,2000,2000,,SEA,NFL,7,0,1,0,0,1,BeedFr20
4963,B.J. Bello,2017,2017,,CLE,NFL,16,0,1,0,0,1,BellB.00
4964,Michael Bennett,2015,2017,6-180,JAX,NFL,14,0,2,0,0,1,BennMi01
4965,Sean Berton,2003,2005,,TOT,NFL,44,7,3,0,0,1,BertSe00
4966,Vince Biegel,2017,2017,4-108,GNB,NFL,9,0,1,0,0,1,BiegVi00
4967,Christo Bilukidi,2012,2014,6-189,TOT,NFL,24,0,3,0,0,1,BiluCh00
4968,Harold Blackmon,2001,2002,7-210,SEA,NFL,9,0,2,0,0,1,BlacHa20
4969,Will Blackwell,2000,2000,2-53,PIT,NFL,5,0,1,0,0,1,BlacWi00
4970,Dwayne Blakley,2004,2007,,ATL,NFL,59,9,4,0,0,1,BlakDw00
4971,Greg Blue,2006,2007,5-149,TOT,NFL,20,2,2,0,0,1,BlueGr20
4972,Orlando Bobo,2000,2000,,RAV,NFL,7,0,1,0,0,1,BoboOr20
4973,Taylor Boggs,2013,2016,,TOT,NFL,12,2,4,0,0,1,BoggTa00
4974,Tommy Bohanon,2013,2017,7-215,TOT,NFL,52,24,4,0,0,1,BohaTo00
4975,Devante Bond,2017,2017,6-183,TAM,NFL,14,2,1,0,0,1,BondDe00
4976,Fred Booker,2005,2005,,NOR,NFL,12,0,1,0,0,1,BookFr20
4977,Jarvis Borum,2001,2001,,CRD,NFL,1,1,1,0,0,1,BoruJa20
4978,Brandon Bostick,2012,2016,,TOT,NFL,40,7,4,0,0,1,BostBr00
4979,R.J. Bowers,2001,2003,,TOT,NFL,8,0,3,0,0,1,BoweRJ00
4980,Josh Boyce,2013,2014,4-102,NWE,NFL,10,3,2,0,0,1,BoycJo00
4981,Danny Boyd,2002,2002,,JAX,NFL,4,0,1,0,0,1,boydxdan01
4982,Jerome Boyd,2009,2011,,RAI,NFL,15,1,2,0,0,1,BoydJe00
4983,Allen Bradford,2011,2014,6-187,TOT,NFL,13,0,4,0,0,1,BradAl00
4984,Calvin Branch,2000,2000,6-172,RAI,NFL,16,0,1,0,0,1,BranCa20
4985,David Brandt,2001,2004,,TOT,NFL,16,1,2,0,0,1,BranDa22
4986,Jake Brendel,2016,2017,,MIA,NFL,17,0,2,0,0,1,BrenJa01
4987,Ahmad Brooks,2002,2002,,BUF,NFL,6,2,1,0,0,1,BrooAh20
4988,Macey Brooks,2000,2000,4-127,CHI,NFL,16,3,1,0,0,1,BrooMa00
4989,Luther Broughton,2000,2001,5-155,TOT,NFL,30,1,2,0,0,1,BrouLu00
4990,Antonio Brown,2003,2005,,TOT,NFL,26,0,3,0,0,1,BrowAn01
4991,Cornelius Brown,2010,2010,,CLT,NFL,10,0,1,0,0,1,BrowCo00
4992,Justin Brown,2014,2014,6-186,PIT,NFL,8,1,1,0,0,1,BrowJu00
4993,Mack Brown,2016,2017,,TOT,NFL,13,0,2,0,0,1,BrowMa02
4994,Omar Brown,2012,2013,,RAV,NFL,4,0,2,0,0,1,BrowOm00
4995,Patrick Brown,2011,2012,,TOT,NFL,16,0,2,0,0,1,BrowPa00
4996,Travis Brown,2000,2003,,TOT,NFL,4,0,3,0,0,1,BrowTr01
4997,Courtney Bryan,2007,2008,,MIA,NFL,19,0,2,0,0,1,BryaCo98
4998,C.B. Bryant,2014,2016,7-241,TOT,NFL,12,0,3,0,0,1,BryaC.00
4999,Roderick Bryant,2004,2004,,NYJ,NFL,13,0,1,0,0,1,BryaRo20
5000,Tony Bua,2004,2004,5-160,MIA,NFL,7,0,1,0,0,1,BuaxTo20
5001,Eldra Buckley,2009,2011,,TOT,NFL,34,0,3,0,0,1,BuckEl00
5002,Marcus Buggs,2008,2009,,BUF,NFL,9,2,2,0,0,1,BuggMa20
5003,Aaron Burbridge,2016,2016,6-213,SFO,NFL,16,3,1,0,0,1,BurbAa00
5004,Joe Burnett,2009,2009,5-168,PIT,NFL,15,0,1,0,0,1,BurnJo99
5005,Kaelin Burnett,2012,2014,,TOT,NFL,27,0,3,0,0,1,BurnKa00
5006,Curry Burns,2003,2006,7-217,TOT,NFL,11,2,3,0,0,1,BurnCu20
5007,Henry Burris,2002,2002,,CHI,NFL,6,1,1,0,0,1,BurrHe00
5008,Brandon Burton,2011,2013,5-139,TOT,NFL,23,1,3,0,0,1,BurtBr00
5009,Tyreek Burwell,2015,2017,,TOT,NFL,15,0,3,0,0,1,BurwTy00
5010,Crezdon Butler,2010,2013,5-164,TOT,NFL,25,0,4,0,0,1,ButlCr99
5011,Mario Butler,2012,2015,,TOT,NFL,14,1,3,0,0,1,ButlMa00
5012,Brian Calhoun,2006,2007,3-74,DET,NFL,11,0,2,0,0,1,CalhBr00
5013,Jorrick Calvin,2010,2010,6-201,PHI,NFL,12,0,1,0,0,1,CalvJo99
5014,Bruce Campbell,2010,2012,4-106,TOT,NFL,19,0,3,0,0,1,CampBr20
5015,Kameron Canaday,2016,2017,,TOT,NFL,19,0,2,0,0,1,CanaKa00
5016,Maurice Canady,2016,2017,6-209,RAV,NFL,12,1,2,0,0,1,CanaMa00
5017,Chris Canty,2000,2000,1-29,2TM,NFL,15,1,1,0,0,1,CantCh20
5018,Steve Cargile,2006,2009,,TOT,NFL,16,0,3,0,0,1,CargSt20
5019,Jon Carman,2000,2001,,BUF,NFL,12,2,2,0,0,1,CarmJo20
5020,Roc Carmichael,2012,2014,4-127,TOT,NFL,19,2,3,0,0,1,CarmRo00
5021,Leonte Carroo,2016,2017,3-86,MIA,NFL,28,2,2,0,0,1,CarrLe00
5022,Glenn Carson,2014,2014,,CRD,NFL,5,0,1,0,0,1,CarsGl01
5023,Robert Carswell,2001,2002,7-244,SDG,NFL,18,0,2,0,0,1,CarsRo20
5024,Brandon Carter,2010,2011,,TOT,NFL,11,0,2,0,0,1,CartBr20
5025,Dyshod Carter,2001,2005,,TOT,NFL,19,0,3,0,0,1,CartDy20
5026,Jamal Carter,2017,2017,,DEN,NFL,16,0,1,0,0,1,CartJa02
5027,Antoine Cash,2005,2006,,TOT,NFL,19,0,2,0,0,1,CashAn20
5028,Simeon Castille,2008,2009,,TOT,NFL,9,0,2,0,0,1,CastSi20
5029,Tim Castille,2008,2010,,TOT,NFL,31,4,3,0,0,1,CastTi20
5030,Tyler Catalina,2017,2017,,WAS,NFL,7,2,1,0,0,1,CataTy00
5031,Garrett Celek,2012,2015,,SFO,NFL,39,10,4,0,0,1,CeleGa00
5032,Robert Chancey,2000,2000,,SDG,NFL,4,3,1,0,0,1,ChanRo20
5033,Jeff Chandler,2002,2004,4-102,TOT,NFL,13,0,3,0,0,1,chandjef01
5034,Lamar Chapman,2000,2001,5-146,CLE,NFL,8,0,2,0,0,1,ChapLa20
5035,Orson Charles,2012,2016,4-116,TOT,NFL,31,6,4,0,0,1,CharOr00
5036,Stephen Cheek,2004,2004,,KAN,NFL,12,0,1,0,0,1,CheeSt20
5037,Darrin Chiaverini,2000,2002,5-148,TOT,NFL,33,2,3,0,0,1,ChiaDa00
5038,Chuck Clark,2017,2017,6-186,RAV,NFL,15,0,1,0,0,1,ClarCh00
5039,Nic Clemons,2005,2008,,TOT,NFL,18,0,2,0,0,1,ClemNi20
5040,Sherrod Coates,2003,2004,,CLE,NFL,21,0,2,0,0,1,CoatSh20
5041,David Cobb,2015,2015,5-138,OTI,NFL,7,1,1,0,0,1,CobbDa00
5042,Nakia Codie,2000,2000,,PIT,NFL,6,0,1,0,0,1,CodiNa20
5043,Joe Cohen,2009,2009,4-135,DET,NFL,7,0,1,0,0,1,CoheJo00
5044,Chris Cole,2000,2003,3-70,DEN,NFL,35,2,3,0,0,1,ColeCh00
5045,Justin Cole,2011,2012,,RAM,NFL,20,0,2,0,0,1,ColeJu00
5046,Clarence Coleman,2003,2003,,BUF,NFL,14,0,1,0,0,1,ColeCl00
5047,Davon Coleman,2014,2015,,DAL,NFL,4,1,2,0,0,1,ColeDa00
5048,Derrick Coleman,2012,2015,,SEA,NFL,31,7,4,0,0,1,ColeDe00
5049,Fred Coleman,2001,2002,6-160,NWE,NFL,9,0,2,0,0,1,ColeFr00
5050,Richard Collier,2006,2007,,JAX,NFL,8,1,2,0,0,1,CollRi20
5051,Bobby Collins,2000,2001,4-122,TOT,NFL,16,2,2,0,0,1,CollBo00
5052,Javier Collins,2002,2003,,DAL,NFL,10,4,2,0,0,1,CollJa20
5053,Chris Combs,2000,2002,6-173,TOT,NFL,10,0,3,0,0,1,CombCh21
5054,Derek Combs,2002,2003,7-228,TOT,NFL,12,0,2,0,0,1,CombDe20
5055,Brannon Condren,2007,2008,4-131,TOT,NFL,13,0,2,0,0,1,CondBr99
5056,T.J. Conley,2011,2011,,NYJ,NFL,16,0,1,0,0,1,ConlT.00
5057,James Conner,2017,2017,3-105,PIT,NFL,14,0,1,0,0,1,ConnJa00
5058,Sean Conover,2006,2007,,OTI,NFL,11,2,2,0,0,1,ConoSe20
5059,Matt Conrath,2012,2014,,RAM,NFL,9,0,3,0,0,1,ConrMa00
5060,Erik Cook,2011,2011,7-229,WAS,NFL,6,2,1,0,0,1,CookEr00
5061,Jon Cooper,2009,2010,,MIN,NFL,13,1,2,0,0,1,CoopJo21
5062,Josh Cooper,2012,2013,,CLE,NFL,11,0,2,0,0,1,CoopJo00
5063,Jorge Cordova,2006,2007,3-86,TOT,NFL,17,0,2,0,0,1,CordJo20
5064,Dave Costa,2001,2001,,SFO,NFL,14,0,1,0,0,1,CostDa20
5065,Terry Cousin,2000,2000,,ATL,NFL,15,0,1,0,0,1,CousTe20
5066,Bryan Cox,2017,2017,,CAR,NFL,7,0,1,0,0,1,CoxxBr01
5067,Mike Cox,2008,2011,,TOT,NFL,48,22,4,0,0,1,Cox_Mi20
5068,Richard Crawford,2012,2014,7-213,TOT,NFL,10,0,2,0,0,1,CrawRi00
5069,Juron Criner,2012,2014,5-168,TOT,NFL,13,0,3,0,0,1,CrinJu00
5070,Larry Croom,2004,2004,,CRD,NFL,6,1,1,0,0,1,CrooLa00
5071,Jerome Cunningham,2014,2015,,NYG,NFL,9,3,2,0,0,1,CunnJe00
5072,Rennie Curran,2010,2010,3-97,OTI,NFL,9,0,1,0,0,1,CurrRe99
5073,Canute Curtis,2000,2000,6-176,CIN,NFL,15,0,1,0,0,1,CurtCa20
5074,Jacob Cutrera,2010,2012,,TOT,NFL,24,0,3,0,0,1,CutrJa00
5075,Chase Daniel,2010,2013,,TOT,NFL,50,1,4,0,0,1,DaniCh00
5076,Amara Darboh,2017,2017,3-106,SEA,NFL,16,0,1,0,0,1,DarbAm00
5077,Trey Darilek,2004,2005,4-131,PHI,NFL,18,0,2,0,0,1,DariTr20
5078,James Darling,2000,2000,2-57,PHI,NFL,16,0,1,0,0,1,DarlJa20
5079,Joe Davenport,2001,2003,,CLT,NFL,29,9,3,0,0,1,DaveJo00
5080,Akeem Davis,2014,2016,,TOT,NFL,21,0,3,0,0,1,DaviAk00
5081,C.J. Davis,2010,2012,,TOT,NFL,14,0,2,0,0,1,DaviC.20
5082,Carey Davis,2004,2009,,TOT,NFL,39,10,4,0,0,1,DaviCa00
5083,Dexter Davis,2010,2012,7-236,SEA,NFL,16,0,3,0,0,1,DaviDe99
5084,Dorsett Davis,2003,2003,3-96,DEN,NFL,14,0,1,0,0,1,DaviDo23
5085,James Davis,2009,2010,6-195,TOT,NFL,9,0,2,0,0,1,DaviJa03
5086,Michael Davis,2017,2017,,SDG,NFL,15,0,1,0,0,1,DaviMi03
5087,Trevor Davis,2016,2017,5-163,GNB,NFL,27,0,2,0,0,1,DaviTr03
5088,Clifton Dawson,2007,2008,,TOT,NFL,15,0,2,0,0,1,DawsCl00
5089,Paul Dawson,2015,2017,3-99,TOT,NFL,16,0,3,0,0,1,DawsPa00
5090,Dom DeCicco,2011,2014,,TOT,NFL,20,0,3,0,0,1,DeCiDo00
5091,Treston Decoud,2017,2017,5-169,HTX,NFL,10,0,1,0,0,1,DecoTr00
5092,Kenny Demens,2013,2015,,CRD,NFL,21,0,3,0,0,1,DemeKe00
5093,Todd Devoe,2005,2006,,DEN,NFL,15,0,2,0,0,1,DevoTo00
5094,Dorin Dickerson,2010,2013,7-227,TOT,NFL,24,0,3,0,0,1,DickDo00
5095,Darnell Dinkins,2002,2005,,TOT,NFL,35,8,4,0,0,1,DinkDa00
5096,Chris Doering,2002,2002,6-185,WAS,NFL,15,3,1,0,0,1,DoerCh00
5097,Ryan Donahue,2011,2011,,DET,NFL,8,0,1,0,0,1,DonaRy00
5098,Char-ron Dorsey,2001,2002,7-242,TOT,NFL,12,3,2,0,0,1,DorsCh20
5099,Dameane Douglas,2000,2002,4-102,PHI,NFL,38,0,3,0,0,1,DougDa00
5100,Ras-I Dowling,2011,2014,2-33,TOT,NFL,12,2,3,0,0,1,DowlRa00
5101,Marcus Dowtin,2012,2013,,2TM,NFL,13,2,2,0,0,1,DowtMa00
5102,Greg Ducre,2014,2015,,TOT,NFL,10,1,2,0,0,1,DucrGr00
5103,Jeff Dugan,2004,2007,7-220,MIN,NFL,38,12,4,0,0,1,DugaJe00
5104,Donteea Dye,2015,2016,,TAM,NFL,11,6,2,0,0,1,DyexDo00
5105,Marcus Easley,2012,2015,4-107,BUF,NFL,42,0,4,0,0,1,EaslMa00
5106,Adimchinobe Echemandu,2004,2007,7-208,TOT,NFL,19,0,4,0,0,1,EcheAd00
5107,Kyle Eckel,2007,2009,,TOT,NFL,24,2,3,0,0,1,EckeKy00
5108,Armanti Edwards,2010,2013,3-89,TOT,NFL,41,0,4,0,0,1,EdwaAr00
5109,Dovonte Edwards,2005,2007,,TOT,NFL,17,0,2,0,0,1,EdwaDo21
5110,Eric Edwards,2004,2005,,CRD,NFL,32,10,2,0,0,1,EdwaEr00
5111,Lavar Edwards,2013,2016,5-142,TOT,NFL,22,1,4,0,0,1,EdwaLa00
5112,Marc Edwards,2000,2000,2-55,CLE,NFL,16,8,1,0,0,1,EdwaMa00
5113,Ukeme Eligwe,2017,2017,5-183,KAN,NFL,14,1,1,0,0,1,EligUk00
5114,DeAndre Elliott,2016,2016,,SEA,NFL,13,0,1,0,0,1,ElliDe01
5115,Kevin Elliott,2012,2012,,JAX,NFL,13,1,1,0,0,1,ElliKe02
5116,Ed Ellis,2000,2000,4-125,WAS,NFL,12,0,1,0,0,1,ElliEd20
5117,Trae Elston,2017,2017,,2TM,NFL,14,1,1,0,0,1,ElstTr01
5118,IK Enemkpali,2014,2015,6-210,TOT,NFL,17,0,2,0,0,1,EnemIK00
5119,Derek Engler,2000,2000,,NYG,NFL,8,0,1,0,0,1,EnglDe20
5120,Curtis Enis,2000,2000,1-5,CHI,NFL,12,5,1,0,0,1,EnisCu00
5121,Darius Eubanks,2013,2014,,CLE,NFL,9,1,2,0,0,1,EubaDa00
5122,Tim Euhus,2004,2007,4-109,TOT,NFL,34,8,4,0,0,1,EuhuTi00
5123,David Fales,2014,2017,6-183,TOT,NFL,3,0,3,0,0,1,FaleDa00
5124,Dillon Farrell,2014,2014,,SFO,NFL,8,0,1,0,0,1,FarrDi00
5125,Jimmy Farris,2003,2007,,TOT,NFL,36,0,4,0,0,1,FarrJi00
5126,Kris Farris,2001,2001,3-74,BUF,NFL,3,1,1,0,0,1,FarrKr20
5127,Randy Fasani,2002,2002,5-137,CAR,NFL,4,1,1,0,0,1,FasaRa00
5128,Ciatrick Fason,2005,2006,4-112,MIN,NFL,18,0,2,0,0,1,FasoCi00
5129,T.J. Fatinikun,2014,2015,,TAM,NFL,12,0,2,0,0,1,FatiT.00
5130,Matt Feiler,2014,2017,,TOT,NFL,6,1,3,0,0,1,FeilMa00
5131,James Fenderson,2001,2003,,NOR,NFL,29,1,3,0,0,1,FendJa00
5132,Chandler Fenner,2012,2014,,TOT,NFL,11,0,2,0,0,1,FennCh00
5133,James Ferentz,2014,2016,,TOT,NFL,20,0,3,0,0,1,FereJa00
5134,Josh Ferguson,2016,2017,,CLT,NFL,26,0,2,0,0,1,FergJo02
5135,Bill Ferrario,2002,2002,4-105,GNB,NFL,16,0,1,0,0,1,FerrBi20
5136,Steve Fifita,2007,2007,,MIA,NFL,13,1,1,0,0,1,FifiSt99
5137,Bojay Filimoeatu,2014,2014,,RAI,NFL,8,0,1,0,0,1,FiliBo00
5138,Filip Filipovic,2002,2002,,DAL,NFL,9,0,1,0,0,1,FiliFi20
5139,Jim Finn,2000,2003,7-253,TOT,NFL,58,12,4,0,0,1,FinnJi00
5140,Darius Fleming,2012,2015,5-165,TOT,NFL,11,0,3,0,0,1,FlemDa00
5141,Rudy Ford,2017,2017,6-208,CRD,NFL,10,0,1,0,0,1,FordRu00
5142,D.J. Foster,2016,2017,,TOT,NFL,10,0,2,0,0,1,FostD.01
5143,Glenn Foster,2013,2014,,NOR,NFL,17,0,2,0,0,1,FostGl00
5144,David Foucault,2014,2014,,CAR,NFL,5,1,1,0,0,1,FoucDa00
